"","hID","HI2","HI3Y","HI6","HI7","HI11","EDUC","HL33","AGEREC","WLTHSCOR","WLTHIND5","cluster","WI3AY","CM2AY","CM7","MN2A","MN2B","MN2C","MELEVEL","DEADKIDS","CEB","WAGE","MSTATUS","CM11Y","WMWEIGHT","MN3A","MN3B","MN3C"
"97","1_1_NA_NA_22_4277",4277,2001,"Urbain","Kinshasa",1,"Primary","Masculin"," < 25 ans",1.51519514267808,"Richest","1_1_NA_NA_22",1980,1998,"Non","Docteur","Non","Non","Primary",0,2,"20-24","Currently married","2000",0.64203,"Non","Non","Matrone"
"98","1_1_NA_NA_22_4278",4278,2001,"Urbain","Kinshasa",7,"Secondary+","Feminin","25 a 49 ans",2.40749174949639,"Richest","1_1_NA_NA_22",1957,1976,"Oui",NA,NA,NA,"Secondary +",3,5,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"99","1_1_NA_NA_22_4278",4278,2001,"Urbain","Kinshasa",7,"Secondary+","Feminin","25 a 49 ans",2.40749174949639,"Richest","1_1_NA_NA_22",1976,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"100","1_1_NA_NA_22_4278",4278,2001,"Urbain","Kinshasa",7,"Secondary+","Feminin","25 a 49 ans",2.40749174949639,"Richest","1_1_NA_NA_22",1959,1983,"Non",NA,NA,NA,"Secondary +",0,4,"40-44","Formerly married","1998",0.64203,NA,NA,NA
"101","1_1_NA_NA_22_4278",4278,2001,"Urbain","Kinshasa",7,"Secondary+","Feminin","25 a 49 ans",2.40749174949639,"Richest","1_1_NA_NA_22",1983,1982,"Non",NA,NA,NA,"Secondary +",0,3,"15-19","Never married",NA,0.64203,NA,NA,NA
"102","1_1_NA_NA_22_4278",4278,2001,"Urbain","Kinshasa",7,"Secondary+","Feminin","25 a 49 ans",2.40749174949639,"Richest","1_1_NA_NA_22",1986,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"103","1_1_NA_NA_22_4278",4278,2001,"Urbain","Kinshasa",7,"Secondary+","Feminin","25 a 49 ans",2.40749174949639,"Richest","1_1_NA_NA_22",1958,1978,"Non",NA,NA,NA,"Secondary +",0,3,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"104","1_1_NA_NA_22_4278",4278,2001,"Urbain","Kinshasa",7,"Secondary+","Feminin","25 a 49 ans",2.40749174949639,"Richest","1_1_NA_NA_22",1965,1987,"Non",NA,NA,NA,"Secondary +",0,4,"35-39","Currently married","2000",0.64203,NA,NA,NA
"105","1_1_NA_NA_22_4279",4279,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.83778859902285,"Richest","1_1_NA_NA_22",1952,1973,"Non",NA,NA,NA,"Secondary +",0,5,"45-49","Formerly married",NA,0.64203,NA,NA,NA
"106","1_1_NA_NA_22_4279",4279,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.83778859902285,"Richest","1_1_NA_NA_22",1975,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"107","1_1_NA_NA_22_4279",4279,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.83778859902285,"Richest","1_1_NA_NA_22",1977,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"108","1_1_NA_NA_22_4279",4279,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.83778859902285,"Richest","1_1_NA_NA_22",1960,1977,"Oui",NA,NA,NA,"Secondary +",1,6,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"109","1_1_NA_NA_22_4280",4280,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","50 ans et plus",2.43488429935372,"Richest","1_1_NA_NA_22",1955,1974,"Non",NA,NA,NA,"Secondary +",0,6,"45-49","Currently married",NA,0.64203,NA,NA,NA
"110","1_1_NA_NA_22_4280",4280,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","50 ans et plus",2.43488429935372,"Richest","1_1_NA_NA_22",1974,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"111","1_1_NA_NA_22_4280",4280,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","50 ans et plus",2.43488429935372,"Richest","1_1_NA_NA_22",1982,1999,"Non",NA,NA,NA,"Secondary +",0,1,"15-19","Never married","1999",0.64203,NA,NA,NA
"112","1_1_NA_NA_22_4281",4281,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.74536513431677,"Richest","1_1_NA_NA_22",1964,1989,"Non","Docteur","Non","Non","Secondary +",0,2,"35-39","Currently married","2000",0.64203,"Docteur","Non","Non"
"113","1_1_NA_NA_22_4283",4283,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",2.4017287801045,"Richest","1_1_NA_NA_22",1954,1974,"Non",NA,NA,NA,"Secondary +",0,6,"45-49","Currently married","1999",0.64203,NA,NA,NA
"114","1_1_NA_NA_22_4283",4283,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",2.4017287801045,"Richest","1_1_NA_NA_22",1978,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"115","1_1_NA_NA_22_4284",4284,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.29091369066786,"Richest","1_1_NA_NA_22",1964,1986,"Non",NA,NA,NA,"Secondary +",0,4,"35-39","Currently married","1997",0.64203,NA,NA,NA
"116","1_1_NA_NA_22_4284",4284,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.29091369066786,"Richest","1_1_NA_NA_22",1976,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"117","1_1_NA_NA_22_4284",4284,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.29091369066786,"Richest","1_1_NA_NA_22",1981,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"118","1_1_NA_NA_22_4286",4286,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.22164847739548,"Richest","1_1_NA_NA_22",1959,1989,"Non","Docteur","Non","Non","Secondary +",0,4,"40-44","Currently married","2000",0.64203,"Docteur","Non","Matrone"
"119","1_1_NA_NA_22_4287",4287,2001,"Urbain","Kinshasa",2,"None","Feminin","50 ans et plus",2.32920030538466,"Richest","1_1_NA_NA_22",1956,1979,"Non",NA,NA,NA,"Secondary +",0,3,"40-44","Formerly married","1999",0.64203,NA,NA,NA
"120","1_1_NA_NA_22_4287",4287,2001,"Urbain","Kinshasa",2,"None","Feminin","50 ans et plus",2.32920030538466,"Richest","1_1_NA_NA_22",1982,1998,"Non",NA,NA,NA,"Secondary +",0,1,"15-19","Formerly married","1998",0.64203,NA,NA,NA
"121","1_1_NA_NA_22_4288",4288,2001,"Urbain","Kinshasa",5,"Primary","Masculin","50 ans et plus",1.93202525744309,"Richest","1_1_NA_NA_22",1959,1980,"Non",NA,NA,NA,"Secondary +",0,5,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"122","1_1_NA_NA_22_4288",4288,2001,"Urbain","Kinshasa",5,"Primary","Masculin","50 ans et plus",1.93202525744309,"Richest","1_1_NA_NA_22",1980,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"123","1_1_NA_NA_22_4288",4288,2001,"Urbain","Kinshasa",5,"Primary","Masculin","50 ans et plus",1.93202525744309,"Richest","1_1_NA_NA_22",1984,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"124","1_1_NA_NA_22_4288",4288,2001,"Urbain","Kinshasa",5,"Primary","Masculin","50 ans et plus",1.93202525744309,"Richest","1_1_NA_NA_22",1986,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"125","1_1_NA_NA_22_4288",4288,2001,"Urbain","Kinshasa",5,"Primary","Masculin","50 ans et plus",1.93202525744309,"Richest","1_1_NA_NA_22",1980,2000,"Non","Docteur","Non","Non","Secondary +",0,1,"20-24","Never married","2000",0.64203,"Non","Non","Matrone"
"126","1_1_NA_NA_22_4289",4289,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",1.96005110233697,"Richest","1_1_NA_NA_22",1962,1980,"Non",NA,NA,NA,"Secondary +",0,7,"35-39","Currently married",NA,0.64203,NA,NA,NA
"127","1_1_NA_NA_22_4289",4289,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",1.96005110233697,"Richest","1_1_NA_NA_22",1980,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"128","1_1_NA_NA_22_4290",4290,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",2.22037631312713,"Richest","1_1_NA_NA_22",1951,1975,"Non",NA,NA,NA,"Secondary +",0,4,"45-49","Formerly married",NA,0.64203,NA,NA,NA
"129","1_1_NA_NA_22_4290",4290,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",2.22037631312713,"Richest","1_1_NA_NA_22",1975,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"130","1_1_NA_NA_22_4290",4290,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",2.22037631312713,"Richest","1_1_NA_NA_22",1981,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"131","1_1_NA_NA_22_4291",4291,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.40176701028879,"Richest","1_1_NA_NA_22",1968,1993,"Non",NA,NA,NA,"Secondary +",0,4,"30-34","Currently married","2000",0.64203,NA,NA,NA
"132","1_1_NA_NA_22_4292",4292,2001,"Urbain","Kinshasa",1,"Secondary+","Feminin","25 a 49 ans",2.24893949800406,"Richest","1_1_NA_NA_22",1965,1984,"Non",NA,NA,NA,"Secondary +",0,4,"35-39","Currently married",NA,0.64203,NA,NA,NA
"133","1_1_NA_NA_22_4293",4293,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.51334735846109,"Richest","1_1_NA_NA_22",1973,1998,"Non",NA,NA,NA,"Secondary +",0,2,"25-29","Currently married","2000",0.64203,NA,NA,NA
"134","1_1_NA_NA_22_4293",4293,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.51334735846109,"Richest","1_1_NA_NA_22",1961,1984,"Non",NA,NA,NA,"Secondary +",0,3,"35-39","Currently married","1996",0.64203,NA,NA,NA
"135","1_1_NA_NA_22_4293",4293,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.51334735846109,"Richest","1_1_NA_NA_22",1984,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"136","1_1_NA_NA_22_4294",4294,2001,"Urbain","Kinshasa",1,"None","Feminin","50 ans et plus",0.535138373710732,"Fourth","1_1_NA_NA_22",1978,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"137","1_1_NA_NA_22_4296",4296,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",1.6131019077131,"Richest","1_1_NA_NA_22",1959,1981,"Oui","Non","Non","Matrone","Secondary +",1,8,"40-44","Currently married","2000",0.64203,"Non","Non","Matrone"
"138","1_1_NA_NA_22_4296",4296,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",1.6131019077131,"Richest","1_1_NA_NA_22",1981,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"139","1_1_NA_NA_22_4296",4296,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",1.6131019077131,"Richest","1_1_NA_NA_22",1979,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"140","1_1_NA_NA_22_4296",4296,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",1.6131019077131,"Richest","1_1_NA_NA_22",1977,1997,"Non","Non","Non","Matrone","Secondary +",0,2,"20-24","Currently married","2000",0.64203,"Non","Non","Matrone"
"141","1_1_NA_NA_22_4297",4297,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.6102395381093,"Richest","1_1_NA_NA_22",1974,1998,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,2,"25-29","Currently married","2000",0.64203,"Non","Non","Matrone"
"142","1_1_NA_NA_22_4298",4298,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",0.853177492638693,"Richest","1_1_NA_NA_22",1955,1973,"Non",NA,NA,NA,"Secondary +",0,12,"45-49","Currently married",NA,0.64203,NA,NA,NA
"143","1_1_NA_NA_22_4298",4298,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",0.853177492638693,"Richest","1_1_NA_NA_22",1980,2000,"Non","Docteur","Non","Non","Secondary +",0,1,"20-24","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Non"
"144","1_1_NA_NA_22_4298",4298,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",0.853177492638693,"Richest","1_1_NA_NA_22",1983,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"145","1_1_NA_NA_22_4298",4298,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",0.853177492638693,"Richest","1_1_NA_NA_22",1983,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"146","1_1_NA_NA_22_4299",4299,2001,"Urbain","Kinshasa",2,"Secondary+","Feminin","50 ans et plus",2.709519901953,"Richest","1_1_NA_NA_22",1977,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"147","1_1_NA_NA_22_4299",4299,2001,"Urbain","Kinshasa",2,"Secondary+","Feminin","50 ans et plus",2.709519901953,"Richest","1_1_NA_NA_22",1984,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"148","1_1_NA_NA_22_4300",4300,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","50 ans et plus",1.85228724696973,"Richest","1_1_NA_NA_22",1971,1988,"Non",NA,NA,NA,"Secondary +",0,3,"30-34","Never married",NA,0.64203,NA,NA,NA
"149","1_1_NA_NA_22_4300",4300,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","50 ans et plus",1.85228724696973,"Richest","1_1_NA_NA_22",1979,1995,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,2,"20-24","Never married","2000",0.64203,"Non","Non","Matrone"
"150","1_1_NA_NA_22_4301",4301,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.27855833533102,"Richest","1_1_NA_NA_22",1958,1980,"Non",NA,NA,NA,"Primary",0,4,"40-44","Never married",NA,0.64203,NA,NA,NA
"151","1_1_NA_NA_22_4301",4301,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.27855833533102,"Richest","1_1_NA_NA_22",1970,2000,"Non","Docteur","Non","Non","Secondary +",0,1,"30-34","Never married","2000",0.64203,"Docteur","Non","Non"
"152","1_1_NA_NA_22_4301",4301,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.27855833533102,"Richest","1_1_NA_NA_22",1978,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"153","1_1_NA_NA_22_4301",4301,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.27855833533102,"Richest","1_1_NA_NA_22",1985,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"154","1_1_NA_NA_22_4301",4301,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.27855833533102,"Richest","1_1_NA_NA_22",1985,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"155","1_1_NA_NA_22_4302",4302,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",1.83125678928655,"Richest","1_1_NA_NA_22",1956,1976,"Oui",NA,NA,NA,"Secondary +",2,5,"45-49","Currently married",NA,0.64203,NA,NA,NA
"156","1_1_NA_NA_22_4302",4302,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",1.83125678928655,"Richest","1_1_NA_NA_22",1980,2001,"Non",NA,NA,NA,"Secondary +",0,1,"20-24","Never married","2001",0.64203,NA,NA,NA
"157","1_1_NA_NA_22_4302",4302,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",1.83125678928655,"Richest","1_1_NA_NA_22",1960,1978,"Oui",NA,NA,NA,"Primary",1,7,"40-44","Formerly married","1997",0.64203,NA,NA,NA
"158","1_1_NA_NA_22_4303",4303,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.83338154750741,"Richest","1_1_NA_NA_22",1964,1992,"Non",NA,NA,NA,"Secondary +",0,1,"35-39","Currently married",NA,0.64203,NA,NA,NA
"159","1_1_NA_NA_22_4304",4304,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",1.94559797781388,"Richest","1_1_NA_NA_22",1961,1980,"Non",NA,NA,NA,"Secondary +",0,5,"35-39","Currently married","1998",0.64203,NA,NA,NA
"160","1_1_NA_NA_22_4304",4304,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",1.94559797781388,"Richest","1_1_NA_NA_22",1984,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"161","1_1_NA_NA_22_4305",4305,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.76645948844297,"Richest","1_1_NA_NA_22",1966,1986,"Non",NA,NA,NA,"Secondary +",0,6,"35-39","Currently married",NA,0.64203,NA,NA,NA
"162","1_1_NA_NA_22_4306",4306,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.40558350309385,"Richest","1_1_NA_NA_22",1962,1989,"Non",NA,NA,NA,"Secondary +",0,4,"35-39","Currently married","1998",0.64203,NA,NA,NA
"163","1_1_NA_NA_22_4306",4306,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.40558350309385,"Richest","1_1_NA_NA_22",1972,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"164","1_1_NA_NA_22_4306",4306,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.40558350309385,"Richest","1_1_NA_NA_22",1974,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"165","1_1_NA_NA_22_4306",4306,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.40558350309385,"Richest","1_1_NA_NA_22",1979,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"166","1_1_NA_NA_22_4306",4306,2001,"Urbain","Kinshasa",5,"Secondary+","Masculin","50 ans et plus",2.40558350309385,"Richest","1_1_NA_NA_22",1982,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"167","1_10_NA_NA_23_3746",3746,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","50 ans et plus",1.93202525744309,"Richest","1_10_NA_NA_23",1958,1976,"Oui",NA,NA,NA,"Secondary +",2,8,"40-44","Currently married",NA,0.64203,NA,NA,NA
"168","1_10_NA_NA_23_3746",3746,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","50 ans et plus",1.93202525744309,"Richest","1_10_NA_NA_23",1978,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"169","1_10_NA_NA_23_3746",3746,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","50 ans et plus",1.93202525744309,"Richest","1_10_NA_NA_23",1983,2000,"Non","Non","Non","Matrone","Primary",0,1,"15-19","Formerly married","2000",0.64203,"Non","Non","Matrone"
"170","1_10_NA_NA_23_3747",3747,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",1.47437968712634,"Richest","1_10_NA_NA_23",1965,1983,"Non",NA,NA,NA,"Secondary +",0,1,"35-39","Currently married",NA,0.64203,NA,NA,NA
"171","1_10_NA_NA_23_3747",3747,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",1.47437968712634,"Richest","1_10_NA_NA_23",1983,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"172","1_10_NA_NA_23_3748",3748,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.2471069551773,"Richest","1_10_NA_NA_23",1976,1996,"Non",NA,NA,NA,"Secondary +",0,1,"25-29","Currently married","1996",0.64203,NA,NA,NA
"173","1_10_NA_NA_23_3749",3749,2001,"Urbain","Kinshasa",4,"None","Masculin","50 ans et plus",0.989941565383888,"Richest","1_10_NA_NA_23",1952,1979,"Non",NA,NA,NA,"None",0,6,"45-49","Currently married",NA,0.64203,NA,NA,NA
"174","1_10_NA_NA_23_3749",3749,2001,"Urbain","Kinshasa",4,"None","Masculin","50 ans et plus",0.989941565383888,"Richest","1_10_NA_NA_23",1979,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"175","1_10_NA_NA_23_3749",3749,2001,"Urbain","Kinshasa",4,"None","Masculin","50 ans et plus",0.989941565383888,"Richest","1_10_NA_NA_23",1981,NA,NA,NA,NA,NA,"Primary",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"176","1_10_NA_NA_23_3749",3749,2001,"Urbain","Kinshasa",4,"None","Masculin","50 ans et plus",0.989941565383888,"Richest","1_10_NA_NA_23",1984,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"177","1_10_NA_NA_23_3750",3750,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.40668686919767,"Richest","1_10_NA_NA_23",1968,1982,"Non",NA,NA,NA,"Secondary +",0,3,"30-34","Currently married","1999",0.64203,NA,NA,NA
"178","1_10_NA_NA_23_3751",3751,2001,"Urbain","Kinshasa",1,"Secondary+","Feminin","25 a 49 ans",1.14503536465541,"Richest","1_10_NA_NA_23",1973,1989,"Oui","Non","Infirmiere / sage femme","Non","Secondary +",1,4,"25-29","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Non"
"179","1_10_NA_NA_23_3752",3752,2001,"Urbain","Kinshasa",2,"Secondary+","Feminin","25 a 49 ans",1.72804853377535,"Richest","1_10_NA_NA_23",1965,1977,"Oui",NA,NA,NA,"Secondary +",1,6,"35-39","Formerly married",NA,0.64203,NA,NA,NA
"180","1_10_NA_NA_23_3752",3752,2001,"Urbain","Kinshasa",2,"Secondary+","Feminin","25 a 49 ans",1.72804853377535,"Richest","1_10_NA_NA_23",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"181","1_10_NA_NA_23_3753",3753,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.72677636950699,"Richest","1_10_NA_NA_23",1977,1998,"Non",NA,NA,NA,"Secondary +",0,2,"20-24","Currently married","1999",0.64203,NA,NA,NA
"182","1_10_NA_NA_23_3754",3754,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",1.66993090136534,"Richest","1_10_NA_NA_23",1965,1989,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,5,"35-39","Currently married","2000",0.64203,"Non","Non","Matrone"
"183","1_10_NA_NA_23_3754",3754,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",1.66993090136534,"Richest","1_10_NA_NA_23",1975,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"184","1_10_NA_NA_23_3755",3755,2001,"Urbain","Kinshasa",4,"Primary","Feminin","50 ans et plus",1.6155776706152,"Richest","1_10_NA_NA_23",1958,1976,"Oui",NA,NA,NA,"Secondary +",2,9,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"185","1_10_NA_NA_23_3755",3755,2001,"Urbain","Kinshasa",4,"Primary","Feminin","50 ans et plus",1.6155776706152,"Richest","1_10_NA_NA_23",1968,NA,NA,NA,NA,NA,"Secondary +",NA,0,"30-34","Never married",NA,0.64203,NA,NA,NA
"186","1_10_NA_NA_23_3755",3755,2001,"Urbain","Kinshasa",4,"Primary","Feminin","50 ans et plus",1.6155776706152,"Richest","1_10_NA_NA_23",1970,1982,"Non",NA,NA,NA,"Secondary +",0,3,"30-34","Formerly married","1999",0.64203,NA,NA,NA
"187","1_10_NA_NA_23_3755",3755,2001,"Urbain","Kinshasa",4,"Primary","Feminin","50 ans et plus",1.6155776706152,"Richest","1_10_NA_NA_23",1976,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"188","1_10_NA_NA_23_3756",3756,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",1.90293788407303,"Richest","1_10_NA_NA_23",1965,1981,"Oui",NA,NA,NA,"Secondary +",1,7,"35-39","Currently married","1999",0.64203,NA,NA,NA
"189","1_10_NA_NA_23_3756",3756,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",1.90293788407303,"Richest","1_10_NA_NA_23",1978,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"190","1_10_NA_NA_23_3756",3756,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",1.90293788407303,"Richest","1_10_NA_NA_23",1984,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"191","1_10_NA_NA_23_3757",3757,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",0.616156195550361,"Richest","1_10_NA_NA_23",1964,1985,"Non",NA,NA,NA,"Secondary +",0,7,"35-39","Currently married","2000",0.64203,NA,NA,NA
"192","1_10_NA_NA_23_3758",3758,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",0.782352996638524,"Richest","1_10_NA_NA_23",1964,1981,"Oui","Non","Non","Matrone","Secondary +",1,7,"35-39","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Non"
"193","1_10_NA_NA_23_3760",3760,2001,"Urbain","Kinshasa",4,"Secondary+","Masculin","50 ans et plus",2.21974023099295,"Richest","1_10_NA_NA_23",1953,1975,"Oui",NA,NA,NA,"Secondary +",1,7,"45-49","Currently married",NA,0.64203,NA,NA,NA
