"","HH1","HH2","HH6","HH7","HH7B","HH9","HH13","HC1A","HC1C","helevel","HHSEX","windex5"
"227",8,151,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Catholique","Bantou","Secondary +","Male","Fourth"
"228",8,160,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Primary","Male","Richest"
"229",8,169,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Primary","Male","Richest"
"230",8,179,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"231",8,188,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Protestant","Bantou","Secondary +","Male","Richest"
"232",8,198,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"233",8,207,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Autres chretiens independants","Bantou","Primary","Male","Richest"
"234",8,216,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"235",8,226,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"236",8,235,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Autres chretiens independants","Bantou","Primary","Male","Richest"
"237",8,244,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"238",8,254,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Sans religion","Bantou","Secondary +","Male","Richest"
"239",8,263,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Protestant","Bantou","Primary","Male","Richest"
"240",8,272,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Autres chretiens independants","Bantou","Secondary +","Female","Richest"
"241",9,3,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"242",9,13,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Richest"
"243",9,23,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Musulman","Manquant","Secondary +","Male","Richest"
"244",9,33,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Protestant","Bantou","Secondary +","Male","Richest"
"245",9,43,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autres chretiens independants","Bantou","None","Female","Richest"
"246",9,53,"Urbain","Kinshasa","Kinshasa","Pas a la maison",NA,NA,NA,NA,NA,"0"
"247",9,62,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Musulman","Autre groupe","Missing/DK","Male","Richest"
"248",9,72,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"249",9,82,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Musulman","Bantou","Secondary +","Male","Richest"
"250",9,92,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Catholique","Bantou","Secondary +","Female","Richest"
"251",9,102,"Urbain","Kinshasa","Kinshasa","Pas a la maison",NA,NA,NA,NA,NA,"0"
"252",9,112,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Musulman","Autre groupe","Missing/DK","Male","Richest"
"253",9,122,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Musulman","Bantou","Secondary +","Male","Richest"
"254",9,132,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Richest"
"255",9,142,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Missing/DK","Male","Richest"
"256",9,152,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Catholique","Bantou","Secondary +","Male","Richest"
"257",9,162,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Musulman","Autre groupe","Secondary +","Male","Richest"
"258",9,172,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Protestant","Bantou","Secondary +","Male","Richest"
"259",9,182,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"260",9,192,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Protestant","Bantou","Secondary +","Male","Richest"
"261",9,202,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"262",9,212,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"263",9,222,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Musulman","Autre groupe","Secondary +","Male","Richest"
"264",9,232,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Protestant","Bantou","Secondary +","Male","Richest"
"265",9,242,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Soudanais","Secondary +","Male","Richest"
"266",9,252,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Primary","Female","Richest"
"267",9,262,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Catholique","Bantou","Secondary +","Male","Richest"
"268",9,272,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"269",9,282,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Kimbanguiste","Bantou","Secondary +","Male","Richest"
"270",9,292,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Musulman","Bantou","Secondary +","Male","Richest"
"271",10,3,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"272",10,14,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Secondary +","Male","Richest"
"273",10,26,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Musulman","Autre groupe","None","Male","Richest"
"274",10,37,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"275",10,49,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Musulman","Autre groupe","Secondary +","Female","Richest"
"276",10,60,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"277",10,72,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Protestant","Bantou","Secondary +","Male","Richest"
"278",10,83,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"279",10,95,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Primary","Female","Richest"
"280",10,106,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","None","Male","Richest"
"281",10,118,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Kimbanguiste","Bantou","None","Female","Richest"
"282",10,129,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Protestant","Bantou","Primary","Female","Richest"
"283",10,141,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Richest"
"284",10,152,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"285",10,164,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"286",10,175,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Missing/DK","Male","Richest"
"287",10,187,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Primary","Female","Richest"
"288",10,198,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Catholique","Bantou","Primary","Female","Richest"
"289",10,210,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Protestant","Bantou","Secondary +","Female","Richest"
"290",10,221,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"291",10,233,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Secondary +","Male","Richest"
"292",10,244,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Musulman","Autre groupe","Missing/DK","Male","Richest"
"293",10,256,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Sans religion","Bantou","Missing/DK","Female","Richest"
"294",10,267,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Musulman","Bantou","Secondary +","Female","Richest"
"295",10,279,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"296",10,290,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Richest"
"297",10,302,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Protestant","Bantou","Secondary +","Male","Richest"
"298",10,313,"Urbain","Kinshasa","Kinshasa","Rempli",5,"Protestant","Bantou","Primary","Male","Richest"
"299",10,325,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Richest"
"300",10,336,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Catholique","Bantou","None","Female","Richest"
"301",11,1,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Eglises de reveil","Bantou","Primary","Female","Richest"
"302",11,11,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"303",11,22,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Secondary +","Female","Richest"
"304",11,32,"Urbain","Kinshasa","Kinshasa","Rempli",6,"Eglises de reveil","Bantou","None","Female","Richest"
"305",11,43,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Female","Richest"
"306",11,53,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Catholique","Bantou","Secondary +","Female","Richest"
"307",11,63,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"308",11,74,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Temoins de Jehovah","Bantou","Secondary +","Male","Richest"
"309",11,84,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"310",11,94,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"311",11,105,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"312",11,115,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Primary","Female","Richest"
"313",11,125,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"314",11,136,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Autres chretiens independants","Bantou","Secondary +","Female","Richest"
"315",11,146,"Urbain","Kinshasa","Kinshasa","Rempli",5,"Catholique","Bantou","Secondary +","Male","Richest"
"316",11,157,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Richest"
"317",11,167,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autre religion","Bantou","Secondary +","Male","Richest"
"318",11,177,"Urbain","Kinshasa","Kinshasa","Rempli",7,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"319",11,188,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"320",11,198,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Temoins de Jehovah","Bantou","Secondary +","Male","Richest"
"321",11,208,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Missing/DK","Male","Richest"
"322",11,219,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Secondary +","Female","Richest"
"323",11,229,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Autre religion","Bantou","Secondary +","Male","Richest"
"324",11,239,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Primary","Female","Richest"
"325",11,250,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Secondary +","Male","Richest"
"326",11,260,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"327",11,271,"Urbain","Kinshasa","Kinshasa","Rempli",7,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"328",11,281,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Catholique","Bantou","None","Female","Richest"
"329",11,291,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"330",11,302,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Temoins de Jehovah","Bantou","Secondary +","Male","Richest"
"331",12,2,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Catholique","Bantou","Secondary +","Male","Richest"
"332",12,13,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"333",12,23,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"334",12,33,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"335",12,44,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Catholique","Bantou","Secondary +","Female","Richest"
"336",12,54,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autre religion","Bantou","Primary","Male","Richest"
"337",12,64,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Catholique","Bantou","Secondary +","Female","Richest"
"338",12,75,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Kimbanguiste","Bantou","None","Female","Richest"
"339",12,85,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Temoins de Jehovah","Bantou","Secondary +","Male","Richest"
"340",12,96,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"341",12,106,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"342",12,116,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Autres chretiens independants","Bantou","Secondary +","Female","Richest"
"343",12,127,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"344",12,137,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Catholique","Bantou","None","Female","Richest"
"345",12,147,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Richest"
"346",12,158,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Autres chretiens independants","Bantou","None","Male","Richest"
"347",12,168,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Eglises de reveil","Bantou","None","Male","Richest"
"348",12,178,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"349",12,189,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"350",12,199,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Protestant","Bantou","Secondary +","Male","Richest"
"351",12,209,"Urbain","Kinshasa","Kinshasa","Refusé",NA,NA,NA,NA,NA,"0"
"352",12,220,"Urbain","Kinshasa","Kinshasa","Autre",NA,NA,NA,NA,NA,"0"
"353",12,230,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"354",12,241,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"355",12,251,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"356",12,261,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Catholique","Bantou","Secondary +","Male","Richest"
"357",12,272,"Urbain","Kinshasa","Kinshasa","Rempli",11,"Musulman","Bantou","Secondary +","Male","Richest"
"358",12,282,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"359",12,292,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autre religion","Bantou","Secondary +","Male","Richest"
"360",12,303,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"361",13,2,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Female","Richest"
"362",13,12,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Secondary +","Male","Richest"
"363",13,22,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Richest"
"364",13,32,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Female","Richest"
"365",13,42,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Eglises de reveil","Bantou","Primary","Male","Richest"
"366",13,52,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Female","Richest"
"367",13,62,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Missing/DK","Male","Richest"
"368",13,72,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Catholique","Bantou","Missing/DK","Male","Richest"
"369",13,82,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Catholique","Bantou","Secondary +","Male","Richest"
"370",13,92,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"371",13,102,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autre religion","Bantou","Secondary +","Male","Richest"
"372",13,112,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Catholique","Bantou","Secondary +","Male","Richest"
"373",13,122,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"374",13,132,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"375",13,142,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Catholique","Bantou","Secondary +","Male","Richest"
"376",13,152,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Catholique","Bantou","Primary","Male","Fourth"
"377",13,162,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"378",13,172,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"379",13,182,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"380",13,192,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Sans religion","Bantou","Secondary +","Male","Richest"
"381",13,202,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"382",13,212,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Temoins de Jehovah","Bantou","Secondary +","Male","Richest"
"383",13,222,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"384",13,232,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"385",13,242,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"386",13,252,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"387",13,262,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Protestant","Bantou","Secondary +","Male","Richest"
"388",13,272,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"389",13,282,"Urbain","Kinshasa","Kinshasa","Pas a la maison",NA,NA,NA,NA,NA,"0"
"390",13,292,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Protestant","Bantou","Secondary +","Female","Richest"
"391",14,1,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Protestant","Bantou","Secondary +","Male","Richest"
"392",14,10,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Female","Richest"
"393",14,20,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"394",14,30,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"395",14,40,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Musulman","Bantou","Secondary +","Male","Richest"
"396",14,50,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"397",14,61,"Urbain","Kinshasa","Kinshasa","Rempli",4,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"398",14,71,"Urbain","Kinshasa","Kinshasa","Rempli",3,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"399",14,81,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"400",14,91,"Urbain","Kinshasa","Kinshasa","Rempli",0,"Sans religion","Bantou","Primary","Male","Richest"
"401",14,101,"Urbain","Kinshasa","Kinshasa","Rempli",5,"Sans religion","Soudanais","Secondary +","Male","Richest"
"402",14,111,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"403",14,121,"Urbain","Kinshasa","Kinshasa","Rempli",2,"Autre religion","Bantou","Secondary +","Male","Richest"
"404",14,131,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Autre religion","Bantou","Secondary +","Male","Richest"
"405",14,141,"Urbain","Kinshasa","Kinshasa","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"406",14,151,"Urbain","Kinshasa","Kinshasa","Rempli",5,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
